0.14702   0.1475   0.18065   0.0065   0.5   0.1   4   2   236   56   0.123459   0.11786   0.147501   0.0662597   0.123066   -0.00135113   0.0078657   27.4382   9.62124   58.5527   135.353   303.479
0.14702   0.1475   0.181251   0.0065   0.51   0.1   4   2   236   56   0.12346   0.117878   0.147968   0.0671084   0.123068   -0.00134727   0.00799952   27.4552   9.5209   58.4046   135.32   303.517
0.14702   0.1475   0.18185   0.0065   0.52   0.1   4   2   236   56   0.123461   0.117895   0.148434   0.0685606   0.123071   -0.00134353   0.00813365   27.4714   9.42393   58.2614   135.285   303.553
0.14702   0.1475   0.182447   0.0065   0.53   0.1   4   2   236   56   0.123462   0.117911   0.1489   0.0705184   0.123074   -0.00133992   0.00826805   27.4869   9.33015   58.1229   135.25   303.586
0.14702   0.1475   0.183043   0.0065   0.54   0.1   4   2   236   56   0.123464   0.117927   0.149364   0.0728778   0.123076   -0.00133643   0.00840272   27.5017   9.23941   57.9889   135.214   303.618
0.14702   0.1475   0.183636   0.0065   0.55   0.1   4   2   236   56   0.123465   0.117943   0.149827   0.0755376   0.123079   -0.00133305   0.00853764   27.5159   9.15158   57.8592   135.177   303.647
0.146983   0.1475   0.18065   0.007   0.5   0.1   4   2   236   56   0.123431   0.117857   0.147501   0.0745285   0.123044   -0.00134497   0.00786642   27.4287   9.62152   58.5527   134.991   303.382
0.146983   0.1475   0.181251   0.007   0.51   0.1   4   2   236   56   0.123432   0.117874   0.147968   0.0772515   0.123047   -0.00134111   0.00800025   27.4457   9.52118   58.4046   134.956   303.42
0.146983   0.1475   0.18185   0.007   0.52   0.1   4   2   236   56   0.123433   0.117892   0.148434   0.0803013   0.12305   -0.00133739   0.00813437   27.4619   9.42419   58.2614   134.919   303.455
0.146983   0.1475   0.182447   0.007   0.53   0.1   4   2   236   56   0.123435   0.117908   0.1489   0.0835618   0.123052   -0.00133378   0.00826878   27.4774   9.33041   58.1229   134.882   303.487
0.146983   0.1475   0.183043   0.007   0.54   0.1   4   2   236   56   0.123436   0.117924   0.149364   0.0869335   0.123055   -0.0013303   0.00840345   27.4922   9.23966   57.9889   134.844   303.518
0.146983   0.1475   0.183636   0.007   0.55   0.1   4   2   236   56   0.123437   0.11794   0.149827   0.0903338   0.123058   -0.00132693   0.00853838   27.5065   9.15182   57.8592   134.806   303.547
0.146946   0.1475   0.18065   0.0075   0.5   0.1   4   2   236   56   0.123403   0.117854   0.147501   0.0905325   0.123023   -0.00133883   0.00786715   27.4193   9.6218   58.5527   134.625   303.285
0.146946   0.1475   0.181251   0.0075   0.51   0.1   4   2   236   56   0.123404   0.117871   0.147968   0.0941085   0.123026   -0.00133498   0.00800098   27.4363   9.52145   58.4046   134.588   303.321
0.146946   0.1475   0.18185   0.0075   0.52   0.1   4   2   236   56   0.123406   0.117888   0.148434   0.097658   0.123029   -0.00133126   0.00813511   27.4525   9.42446   58.2614   134.55   303.356
0.146946   0.1475   0.182447   0.0075   0.53   0.1   4   2   236   56   0.123407   0.117905   0.1489   0.101105   0.123031   -0.00132766   0.00826952   27.468   9.33066   58.1229   134.511   303.388
0.146946   0.1475   0.183043   0.0075   0.54   0.1   4   2   236   56   0.123408   0.117921   0.149364   0.104391   0.123034   -0.00132418   0.0084042   27.4829   9.23991   57.9889   134.472   303.418
0.14702   0.1475   0.18065   0.0065   0.5   0.1   4   2   236   56   0.123459   0.11786   0.147501   0.0662597   0.123066   -0.00135113   0.0078657   27.4382   9.62124   58.5527   135.353   303.479
0.14702   0.1475   0.181251   0.0065   0.51   0.1   4   2   236   56   0.12346   0.117878   0.147968   0.0671084   0.123068   -0.00134727   0.00799952   27.4552   9.5209   58.4046   135.32   303.517
0.14702   0.1475   0.18185   0.0065   0.52   0.1   4   2   236   56   0.123461   0.117895   0.148434   0.0685606   0.123071   -0.00134353   0.00813365   27.4714   9.42393   58.2614   135.285   303.553
0.14702   0.1475   0.182447   0.0065   0.53   0.1   4   2   236   56   0.123462   0.117911   0.1489   0.0705184   0.123074   -0.00133992   0.00826805   27.4869   9.33015   58.1229   135.25   303.586
0.14702   0.1475   0.183043   0.0065   0.54   0.1   4   2   236   56   0.123464   0.117927   0.149364   0.0728778   0.123076   -0.00133643   0.00840272   27.5017   9.23941   57.9889   135.214   303.618
0.14702   0.1475   0.183636   0.0065   0.55   0.1   4   2   236   56   0.123465   0.117943   0.149827   0.0755376   0.123079   -0.00133305   0.00853764   27.5159   9.15158   57.8592   135.177   303.647
0.146983   0.1475   0.18065   0.007   0.5   0.1   4   2   236   56   0.123431   0.117857   0.147501   0.0745285   0.123044   -0.00134497   0.00786642   27.4287   9.62152   58.5527   134.991   303.382
0.146983   0.1475   0.181251   0.007   0.51   0.1   4   2   236   56   0.123432   0.117874   0.147968   0.0772515   0.123047   -0.00134111   0.00800025   27.4457   9.52118   58.4046   134.956   303.42
0.146983   0.1475   0.18185   0.007   0.52   0.1   4   2   236   56   0.123433   0.117892   0.148434   0.0803013   0.12305   -0.00133739   0.00813437   27.4619   9.42419   58.2614   134.919   303.455
0.146983   0.1475   0.182447   0.007   0.53   0.1   4   2   236   56   0.123435   0.117908   0.1489   0.0835618   0.123052   -0.00133378   0.00826878   27.4774   9.33041   58.1229   134.882   303.487
0.146983   0.1475   0.183043   0.007   0.54   0.1   4   2   236   56   0.123436   0.117924   0.149364   0.0869335   0.123055   -0.0013303   0.00840345   27.4922   9.23966   57.9889   134.844   303.518
0.146983   0.1475   0.183636   0.007   0.55   0.1   4   2   236   56   0.123437   0.11794   0.149827   0.0903338   0.123058   -0.00132693   0.00853838   27.5065   9.15182   57.8592   134.806   303.547
0.146946   0.1475   0.18065   0.0075   0.5   0.1   4   2   236   56   0.123403   0.117854   0.147501   0.0905325   0.123023   -0.00133883   0.00786715   27.4193   9.6218   58.5527   134.625   303.285
0.146946   0.1475   0.181251   0.0075   0.51   0.1   4   2   236   56   0.123404   0.117871   0.147968   0.0941085   0.123026   -0.00133498   0.00800098   27.4363   9.52145   58.4046   134.588   303.321
0.146946   0.1475   0.18185   0.0075   0.52   0.1   4   2   236   56   0.123406   0.117888   0.148434   0.097658   0.123029   -0.00133126   0.00813511   27.4525   9.42446   58.2614   134.55   303.356
0.146946   0.1475   0.182447   0.0075   0.53   0.1   4   2   236   56   0.123407   0.117905   0.1489   0.101105   0.123031   -0.00132766   0.00826952   27.468   9.33066   58.1229   134.511   303.388
